"GeneID","PathwayID","Symbol","ENSEMBL","Path","Genename"
"108073","path:mmu04080","Grm7","ENSMUSG00000056755","04080","glutamate receptor, metabotropic 7"
"109648","path:mmu04080","Npy","ENSMUSG00000029819","04920","neuropeptide Y"
"110304","path:mmu04080","Glra3","ENSMUSG00000038257","04080","glycine receptor, alpha 3 subunit"
"110312","path:mmu04080","Pmch","ENSMUSG00000035383",NA,"pro-melanin-concentrating hormone"
"110637","path:mmu04080","Grik4","ENSMUSG00000032017","04080","glutamate receptor, ionotropic, kainate 4"
"110834","path:mmu04080","Chrna3","ENSMUSG00000032303","04080","cholinergic receptor, nicotinic, alpha polypeptide 3"
"110835","path:mmu04080","Chrna5","ENSMUSG00000035594","04080","cholinergic receptor, nicotinic, alpha polypeptide 5"
"110886","path:mmu04080","Gabra5","ENSMUSG00000055078","04080","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5"
"110902","path:mmu04080","Chrna2","ENSMUSG00000022041","04080","cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)"
"111174","path:mmu04080","Taar1","ENSMUSG00000056379","04080","trace amine-associated receptor 1"
"114228","path:mmu04080","Prss1","ENSMUSG00000062751",NA,"protease, serine 1 (trypsin 1)"
"114229","path:mmu04080","Kiss1r","ENSMUSG00000035773","04080","KISS1 receptor"
"11435","path:mmu04080","Chrna1","ENSMUSG00000027107","04080","cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)"
"11438","path:mmu04080","Chrna4","ENSMUSG00000027577","04080","cholinergic receptor, nicotinic, alpha polypeptide 4"
"11440","path:mmu04080","Chrna6","ENSMUSG00000031491","04080","cholinergic receptor, nicotinic, alpha polypeptide 6"
"11441","path:mmu04080","Chrna7","ENSMUSG00000030525","04020","cholinergic receptor, nicotinic, alpha polypeptide 7"
"11443","path:mmu04080","Chrnb1","ENSMUSG00000041189","04080","cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)"
"11444","path:mmu04080","Chrnb2","ENSMUSG00000027950","04080","cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)"
"11447","path:mmu04080","Chrnd","ENSMUSG00000026251","04080","cholinergic receptor, nicotinic, delta polypeptide"
"11448","path:mmu04080","Chrne","ENSMUSG00000014609","04080","cholinergic receptor, nicotinic, epsilon polypeptide"
"11449","path:mmu04080","Chrng","ENSMUSG00000026253","04080","cholinergic receptor, nicotinic, gamma polypeptide"
"114640","path:mmu04080","Pth2","ENSMUSG00000038300",NA,"parathyroid hormone 2"
"11516","path:mmu04080","Adcyap1","ENSMUSG00000024256",NA,"adenylate cyclase activating polypeptide 1"
"11517","path:mmu04080","Adcyap1r1","ENSMUSG00000029778","04080","adenylate cyclase activating polypeptide 1 receptor 1"
"11535","path:mmu04080","Adm","ENSMUSG00000030790",NA,"adrenomedullin"
"11539","path:mmu04080","Adora1","ENSMUSG00000042429","04080","adenosine A1 receptor"
"11540","path:mmu04080","Adora2a","ENSMUSG00000020178","04020","adenosine A2a receptor"
"11541","path:mmu04080","Adora2b","ENSMUSG00000018500","04020","adenosine A2b receptor"
"11542","path:mmu04080","Adora3","ENSMUSG00000000562","04080","adenosine A3 receptor"
"11548","path:mmu04080","Adra1b","ENSMUSG00000050541","04020","adrenergic receptor, alpha 1b"
"11549","path:mmu04080","Adra1a","ENSMUSG00000045875","04020","adrenergic receptor, alpha 1a"
"11550","path:mmu04080","Adra1d","ENSMUSG00000027335","04020","adrenergic receptor, alpha 1d"
"11551","path:mmu04080","Adra2a","ENSMUSG00000033717","04080","adrenergic receptor, alpha 2a"
"11552","path:mmu04080","Adra2b","ENSMUSG00000058620","04080","adrenergic receptor, alpha 2b"
"11553","path:mmu04080","Adra2c","ENSMUSG00000045318","04080","adrenergic receptor, alpha 2c"
"11554","path:mmu04080","Adrb1","ENSMUSG00000035283","04020","adrenergic receptor, beta 1"
"11555","path:mmu04080","Adrb2","ENSMUSG00000045730","04020","adrenergic receptor, beta 2"
"11556","path:mmu04080","Adrb3","ENSMUSG00000031489","04020","adrenergic receptor, beta 3"
"11606","path:mmu04080","Agt","ENSMUSG00000031980","04614","angiotensinogen (serpin peptidase inhibitor, clade A, member 8)"
"11607","path:mmu04080","Agtr1a","ENSMUSG00000049115","04020","angiotensin II receptor, type 1a"
"11608","path:mmu04080","Agtr1b","ENSMUSG00000054988","04020","angiotensin II receptor, type 1b"
"11609","path:mmu04080","Agtr2","ENSMUSG00000068122","04080","angiotensin II receptor, type 2"
"116903","path:mmu04080","Calcb","ENSMUSG00000030666",NA,"calcitonin-related polypeptide, beta"
"11998","path:mmu04080","Avp","ENSMUSG00000037727","04962","arginine vasopressin"
"12000","path:mmu04080","Avpr2","ENSMUSG00000031390","04080","arginine vasopressin receptor 2"
"12061","path:mmu04080","Bdkrb1","ENSMUSG00000041347","04020","bradykinin receptor, beta 1"
"12062","path:mmu04080","Bdkrb2","ENSMUSG00000021070","04020","bradykinin receptor, beta 2"
"12209","path:mmu04080","Brs3","ENSMUSG00000031130","04080","bombesin-like receptor 3"
"12257","path:mmu04080","Tspo","ENSMUSG00000041736","04080","translocator protein"
"12266","path:mmu04080","C3","ENSMUSG00000024164","04145","complement component 3"
"12267","path:mmu04080","C3ar1","ENSMUSG00000040552","04080","complement component 3a receptor 1"
"12273","path:mmu04080","C5ar1","ENSMUSG00000049130","04080","complement component 5a receptor 1"
"12310","path:mmu04080","Calca","ENSMUSG00000030669",NA,"calcitonin/calcitonin-related polypeptide, alpha"
"12311","path:mmu04080","Calcr","ENSMUSG00000023964","04080","calcitonin receptor"
"12424","path:mmu04080","Cck","ENSMUSG00000032532",NA,"cholecystokinin"
"12425","path:mmu04080","Cckar","ENSMUSG00000029193","04020","cholecystokinin A receptor"
"12426","path:mmu04080","Cckbr","ENSMUSG00000030898","04020","cholecystokinin B receptor"
"12640","path:mmu04080","Cga","ENSMUSG00000028298","04080","glycoprotein hormones, alpha subunit"
"12669","path:mmu04080","Chrm1","ENSMUSG00000032773","04020","cholinergic receptor, muscarinic 1, CNS"
"12671","path:mmu04080","Chrm3","ENSMUSG00000046159","04020","cholinergic receptor, muscarinic 3, cardiac"
"12672","path:mmu04080","Chrm4","ENSMUSG00000040495","04080","cholinergic receptor, muscarinic 4"
"12801","path:mmu04080","Cnr1","ENSMUSG00000044288","04080","cannabinoid receptor 1 (brain)"
"12802","path:mmu04080","Cnr2","ENSMUSG00000062585","04080","cannabinoid receptor 2 (macrophage)"
"12854","path:mmu04080","Cort","ENSMUSG00000028971",NA,"cortistatin"
"12918","path:mmu04080","Crh","ENSMUSG00000049796","04730","corticotropin releasing hormone"
"12921","path:mmu04080","Crhr1","ENSMUSG00000018634","04080","corticotropin releasing hormone receptor 1"
"12922","path:mmu04080","Crhr2","ENSMUSG00000003476","04080","corticotropin releasing hormone receptor 2"
"13035","path:mmu04080","Ctsg","ENSMUSG00000040314","04080","cathepsin G"
"13488","path:mmu04080","Drd1","ENSMUSG00000021478","04020","dopamine receptor D1"
"13489","path:mmu04080","Drd2","ENSMUSG00000032259","04080","dopamine receptor D2"
"13490","path:mmu04080","Drd3","ENSMUSG00000022705","04080","dopamine receptor D3"
"13491","path:mmu04080","Drd4","ENSMUSG00000025496","04080","dopamine receptor D4"
"13492","path:mmu04080","Drd5","ENSMUSG00000039358","04020","dopamine receptor D5"
"13609","path:mmu04080","S1pr1","ENSMUSG00000045092","04080","sphingosine-1-phosphate receptor 1"
"13610","path:mmu04080","S1pr3","ENSMUSG00000067586","04080","sphingosine-1-phosphate receptor 3"
"13611","path:mmu04080","S1pr4","ENSMUSG00000044199","04080","sphingosine-1-phosphate receptor 4"
"13614","path:mmu04080","Edn1","ENSMUSG00000021367","04916","endothelin 1"
"13615","path:mmu04080","Edn2","ENSMUSG00000028635",NA,"endothelin 2"
"13616","path:mmu04080","Edn3","ENSMUSG00000027524",NA,"endothelin 3"
"13617","path:mmu04080","Ednra","ENSMUSG00000031616","04020","endothelin receptor type A"
"13618","path:mmu04080","Ednrb","ENSMUSG00000022122","04020","endothelin receptor type B"
"140498","path:mmu04080","Rxfp2","ENSMUSG00000053368","04080","relaxin/insulin-like family peptide receptor 2"
"14061","path:mmu04080","F2","ENSMUSG00000027249","04080","coagulation factor II"
"14062","path:mmu04080","F2r","ENSMUSG00000048376","04020","coagulation factor II (thrombin) receptor"
"14063","path:mmu04080","F2rl1","ENSMUSG00000021678","04080","coagulation factor II (thrombin) receptor-like 1"
"14064","path:mmu04080","F2rl2","ENSMUSG00000021675","04080","coagulation factor II (thrombin) receptor-like 2"
"14065","path:mmu04080","F2rl3","ENSMUSG00000050147","04080","coagulation factor II (thrombin) receptor-like 3"
"140795","path:mmu04080","P2ry14","ENSMUSG00000036381","04080","purinergic receptor P2Y, G-protein coupled, 14"
"14289","path:mmu04080","Fpr2","ENSMUSG00000052270","04080","formyl peptide receptor 2"
"14290","path:mmu04080","Fpr-rs3","ENSMUSG00000060701",NA,"formyl peptide receptor, related sequence 3"
"14291","path:mmu04080","Fpr-rs4","ENSMUSG00000048062",NA,"formyl peptide receptor, related sequence 4"
"14293","path:mmu04080","Fpr1","ENSMUSG00000045551","04080","formyl peptide receptor 1"
"14294","path:mmu04080","Fpr3","ENSMUSG00000079700","04080","formyl peptide receptor 3"
"14308","path:mmu04080","Fshb","ENSMUSG00000027120","04080","follicle stimulating hormone beta"
"14309","path:mmu04080","Fshr","ENSMUSG00000032937","04080","follicle stimulating hormone receptor"
"14394","path:mmu04080","Gabra1","ENSMUSG00000010803","04080","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1"
"14395","path:mmu04080","Gabra2","ENSMUSG00000000560","04080","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2"
"14396","path:mmu04080","Gabra3","ENSMUSG00000031343","04080","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3"
"14397","path:mmu04080","Gabra4","ENSMUSG00000029211","04080","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4"
"14399","path:mmu04080","Gabra6","ENSMUSG00000020428","04080","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 6"
"14400","path:mmu04080","Gabrb1","ENSMUSG00000029212","04080","gamma-aminobutyric acid (GABA) A receptor, subunit beta 1"
"14401","path:mmu04080","Gabrb2","ENSMUSG00000007653","04080","gamma-aminobutyric acid (GABA) A receptor, subunit beta 2"
"14402","path:mmu04080","Gabrb3","ENSMUSG00000033676","04080","gamma-aminobutyric acid (GABA) A receptor, subunit beta 3"
"14403","path:mmu04080","Gabrd","ENSMUSG00000029054","04080","gamma-aminobutyric acid (GABA) A receptor, subunit delta"
"14404","path:mmu04080","Gabre","ENSMUSG00000031340","04080","gamma-aminobutyric acid (GABA) A receptor, subunit epsilon"
"14405","path:mmu04080","Gabrg1","ENSMUSG00000001260","04080","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1"
"14406","path:mmu04080","Gabrg2","ENSMUSG00000020436","04080","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2"
"14407","path:mmu04080","Gabrg3","ENSMUSG00000055026","04080","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3"
"14408","path:mmu04080","Gabrr1","ENSMUSG00000028280","04080","gamma-aminobutyric acid (GABA) C receptor, subunit rho 1"
"14409","path:mmu04080","Gabrr2","ENSMUSG00000023267","04080","gamma-aminobutyric acid (GABA) C receptor, subunit rho 2"
"14419","path:mmu04080","Gal","ENSMUSG00000024907",NA,"galanin and GMAP prepropeptide"
"14427","path:mmu04080","Galr1","ENSMUSG00000024553","04080","galanin receptor 1"
"14428","path:mmu04080","Galr2","ENSMUSG00000020793","04080","galanin receptor 2"
"14429","path:mmu04080","Galr3","ENSMUSG00000114755","04080","galanin receptor 3"
"14526","path:mmu04080","Gcg","ENSMUSG00000000394",NA,"glucagon"
"14527","path:mmu04080","Gcgr","ENSMUSG00000025127","04080","glucagon receptor"
"14599","path:mmu04080","Gh","ENSMUSG00000020713","04080","growth hormone"
"14600","path:mmu04080","Ghr","ENSMUSG00000055737","04060","growth hormone receptor"
"14601","path:mmu04080","Ghrh","ENSMUSG00000027643",NA,"growth hormone releasing hormone"
"14602","path:mmu04080","Ghrhr","ENSMUSG00000004654","04080","growth hormone releasing hormone receptor"
"14607","path:mmu04080","Gip","ENSMUSG00000014351",NA,"gastric inhibitory polypeptide"
"14608","path:mmu04080","Gpr83","ENSMUSG00000031932","04080","G protein-coupled receptor 83"
"14652","path:mmu04080","Glp1r","ENSMUSG00000024027","04080","glucagon-like peptide 1 receptor"
"14654","path:mmu04080","Glra1","ENSMUSG00000000263","04080","glycine receptor, alpha 1 subunit"
"14658","path:mmu04080","Glrb","ENSMUSG00000028020","04080","glycine receptor, beta subunit"
"14714","path:mmu04080","Gnrh1","ENSMUSG00000015812","04912","gonadotropin releasing hormone 1"
"14715","path:mmu04080","Gnrhr","ENSMUSG00000029255","04080","gonadotropin releasing hormone receptor"
"14739","path:mmu04080","S1pr2","ENSMUSG00000043895","04080","sphingosine-1-phosphate receptor 2"
"14745","path:mmu04080","Lpar1","ENSMUSG00000038668","04080","lysophosphatidic acid receptor 1"
"14765","path:mmu04080","Gpr50","ENSMUSG00000056380","04080","G-protein-coupled receptor 50"
"14767","path:mmu04080","Nmur1","ENSMUSG00000026237","04080","neuromedin U receptor 1"
"14799","path:mmu04080","Gria1","ENSMUSG00000020524","04080","glutamate receptor, ionotropic, AMPA1 (alpha 1)"
"14800","path:mmu04080","Gria2","ENSMUSG00000033981","04080","glutamate receptor, ionotropic, AMPA2 (alpha 2)"
"14802","path:mmu04080","Gria4","ENSMUSG00000025892","04080","glutamate receptor, ionotropic, AMPA4 (alpha 4)"
"14803","path:mmu04080","Grid1","ENSMUSG00000041078","04080","glutamate receptor, ionotropic, delta 1"
"14804","path:mmu04080","Grid2","ENSMUSG00000071424","04080","glutamate receptor, ionotropic, delta 2"
"14805","path:mmu04080","Grik1","ENSMUSG00000022935","04080","glutamate receptor, ionotropic, kainate 1"
"14806","path:mmu04080","Grik2","ENSMUSG00000056073","04080","glutamate receptor, ionotropic, kainate 2 (beta 2)"
"14807","path:mmu04080","Grik3","ENSMUSG00000001985","04080","glutamate receptor, ionotropic, kainate 3"
"14809","path:mmu04080","Grik5","ENSMUSG00000003378","04080","glutamate receptor, ionotropic, kainate 5 (gamma 2)"
"14810","path:mmu04080","Grin1","ENSMUSG00000026959","04020","glutamate receptor, ionotropic, NMDA1 (zeta 1)"
"14811","path:mmu04080","Grin2a","ENSMUSG00000059003","04020","glutamate receptor, ionotropic, NMDA2A (epsilon 1)"
"14812","path:mmu04080","Grin2b","ENSMUSG00000030209","04080","glutamate receptor, ionotropic, NMDA2B (epsilon 2)"
"14813","path:mmu04080","Grin2c","ENSMUSG00000020734","04020","glutamate receptor, ionotropic, NMDA2C (epsilon 3)"
"14814","path:mmu04080","Grin2d","ENSMUSG00000002771","04020","glutamate receptor, ionotropic, NMDA2D (epsilon 4)"
"14815","path:mmu04080","Nr3c1","ENSMUSG00000024431","04080","nuclear receptor subfamily 3, group C, member 1"
"14816","path:mmu04080","Grm1","ENSMUSG00000019828","04020","glutamate receptor, metabotropic 1"
"14823","path:mmu04080","Grm8","ENSMUSG00000024211","04080","glutamate receptor, metabotropic 8"
"14829","path:mmu04080","Grpr","ENSMUSG00000031364","04020","gastrin releasing peptide receptor"
"14938","path:mmu04080","Gzma","ENSMUSG00000023132","04080","granzyme A"
"15139","path:mmu04080","Hc","ENSMUSG00000026874","04610","hemolytic complement"
"15171","path:mmu04080","Hcrt","ENSMUSG00000045471",NA,"hypocretin"
"15465","path:mmu04080","Hrh1","ENSMUSG00000053004","04020","histamine receptor H1"
"15466","path:mmu04080","Hrh2","ENSMUSG00000034987","04020","histamine receptor H2"
"15550","path:mmu04080","Htr1a","ENSMUSG00000021721","04080","5-hydroxytryptamine (serotonin) receptor 1A"
"15551","path:mmu04080","Htr1b","ENSMUSG00000049511","04080","5-hydroxytryptamine (serotonin) receptor 1B"
"15552","path:mmu04080","Htr1d","ENSMUSG00000070687","04080","5-hydroxytryptamine (serotonin) receptor 1D"
"15557","path:mmu04080","Htr1f","ENSMUSG00000050783","04080","5-hydroxytryptamine (serotonin) receptor 1F"
"15558","path:mmu04080","Htr2a","ENSMUSG00000034997","04020","5-hydroxytryptamine (serotonin) receptor 2A"
"15559","path:mmu04080","Htr2b","ENSMUSG00000026228","04020","5-hydroxytryptamine (serotonin) receptor 2B"
"15560","path:mmu04080","Htr2c","ENSMUSG00000041380","04020","5-hydroxytryptamine (serotonin) receptor 2C"
"15562","path:mmu04080","Htr4","ENSMUSG00000026322","04020","5 hydroxytryptamine (serotonin) receptor 4"
"15563","path:mmu04080","Htr5a","ENSMUSG00000039106","04020","5-hydroxytryptamine (serotonin) receptor 5A"
"15564","path:mmu04080","Htr5b","ENSMUSG00000050534","04020","5-hydroxytryptamine (serotonin) receptor 5B"
"15565","path:mmu04080","Htr6","ENSMUSG00000028747","04020","5-hydroxytryptamine (serotonin) receptor 6"
"15566","path:mmu04080","Htr7","ENSMUSG00000024798","04020","5-hydroxytryptamine (serotonin) receptor 7"
"15874","path:mmu04080","Iapp","ENSMUSG00000041681","04950","islet amyloid polypeptide"
"16336","path:mmu04080","Insl3","ENSMUSG00000079019",NA,"insulin-like 3"
"16644","path:mmu04080","Kng1","ENSMUSG00000022875","04610","kininogen 1"
"16846","path:mmu04080","Lep","ENSMUSG00000059201","04060","leptin"
"16847","path:mmu04080","Lepr","ENSMUSG00000057722","04060","leptin receptor"
"16866","path:mmu04080","Lhb","ENSMUSG00000100916","04080","luteinizing hormone beta"
"16867","path:mmu04080","Lhcgr","ENSMUSG00000024107","04020","luteinizing hormone/choriogonadotropin receptor"
"16995","path:mmu04080","Ltb4r1","ENSMUSG00000046908","04080","leukotriene B4 receptor 1"
"170458","path:mmu04080","Gpha2","ENSMUSG00000024784",NA,"glycoprotein hormone alpha 2"
"170483","path:mmu04080","Grin3b","ENSMUSG00000035745","04080","glutamate receptor, ionotropic, NMDA3B"
"170732","path:mmu04080","Trhr2","ENSMUSG00000039079","04020","thyrotropin releasing hormone receptor 2"
"171530","path:mmu04080","Ucn2","ENSMUSG00000049699",NA,"urocortin 2"
"17171","path:mmu04080","Mas1","ENSMUSG00000068037","04080","MAS1 oncogene"
"17199","path:mmu04080","Mc1r","ENSMUSG00000074037","04080","melanocortin 1 receptor"
"17200","path:mmu04080","Mc2r","ENSMUSG00000045569","04080","melanocortin 2 receptor"
"17201","path:mmu04080","Mc3r","ENSMUSG00000038537","04080","melanocortin 3 receptor"
"17202","path:mmu04080","Mc4r","ENSMUSG00000047259","04080","melanocortin 4 receptor"
"17203","path:mmu04080","Mc5r","ENSMUSG00000007480","04080","melanocortin 5 receptor"
"17773","path:mmu04080","Mtnr1a","ENSMUSG00000054764","04080","melatonin receptor 1A"
"18101","path:mmu04080","Nmbr","ENSMUSG00000019865","04080","neuromedin B receptor"
"18155","path:mmu04080","Pnoc","ENSMUSG00000045731",NA,"prepronociceptin"
"18166","path:mmu04080","Npy1r","ENSMUSG00000036437","04080","neuropeptide Y receptor Y1"
"18167","path:mmu04080","Npy2r","ENSMUSG00000028004","04080","neuropeptide Y receptor Y2"
"18168","path:mmu04080","Npy5r","ENSMUSG00000044014","04080","neuropeptide Y receptor Y5"
"18169","path:mmu04080","Npy6r","ENSMUSG00000038071","04080","neuropeptide Y receptor Y6"
"18216","path:mmu04080","Ntsr1","ENSMUSG00000027568","04020","neurotensin receptor 1"
"18217","path:mmu04080","Ntsr2","ENSMUSG00000020591","04080","neurotensin receptor 2"
"18386","path:mmu04080","Oprd1","ENSMUSG00000050511","04080","opioid receptor, delta 1"
"18387","path:mmu04080","Oprk1","ENSMUSG00000025905","04080","opioid receptor, kappa 1"
"18389","path:mmu04080","Oprl1","ENSMUSG00000027584","04080","opioid receptor-like 1"
"18390","path:mmu04080","Oprm1","ENSMUSG00000000766","04080","opioid receptor, mu 1"
"18429","path:mmu04080","Oxt","ENSMUSG00000027301",NA,"oxytocin"
"18430","path:mmu04080","Oxtr","ENSMUSG00000049112","04020","oxytocin receptor"
"18436","path:mmu04080","P2rx1","ENSMUSG00000020787","04020","purinergic receptor P2X, ligand-gated ion channel, 1"
"18438","path:mmu04080","P2rx4","ENSMUSG00000029470","04020","purinergic receptor P2X, ligand-gated ion channel 4"
"18439","path:mmu04080","P2rx7","ENSMUSG00000029468","04020","purinergic receptor P2X, ligand-gated ion channel, 7"
"18440","path:mmu04080","P2rx6","ENSMUSG00000022758","04020","purinergic receptor P2X, ligand-gated ion channel, 6"
"18441","path:mmu04080","P2ry1","ENSMUSG00000027765","04080","purinergic receptor P2Y, G-protein coupled 1"
"18442","path:mmu04080","P2ry2","ENSMUSG00000032860","04080","purinergic receptor P2Y, G-protein coupled 2"
"18610","path:mmu04080","Pdyn","ENSMUSG00000027400",NA,"prodynorphin"
"18619","path:mmu04080","Penk","ENSMUSG00000045573",NA,"preproenkephalin"
"18815","path:mmu04080","Plg","ENSMUSG00000059481","04080","plasminogen"
"18976","path:mmu04080","Pomc","ENSMUSG00000020660","04916","pro-opiomelanocortin-alpha"
"19064","path:mmu04080","Ppy","ENSMUSG00000017316",NA,"pancreatic polypeptide"
"19065","path:mmu04080","Npy4r","ENSMUSG00000048337","04080","neuropeptide Y receptor Y4"
"19109","path:mmu04080","Prl","ENSMUSG00000021342","04060","prolactin"
"19111","path:mmu04080","Prl6a1","ENSMUSG00000069259",NA,"prolactin family 6, subfamily a, member 1"
"19116","path:mmu04080","Prlr","ENSMUSG00000005268","04060","prolactin receptor"
"19204","path:mmu04080","Ptafr","ENSMUSG00000056529","04020","platelet-activating factor receptor"
"19214","path:mmu04080","Ptgdr","ENSMUSG00000071489","04080","prostaglandin D receptor"
"19216","path:mmu04080","Ptger1","ENSMUSG00000019464","04020","prostaglandin E receptor 1 (subtype EP1)"
"19217","path:mmu04080","Ptger2","ENSMUSG00000037759","04080","prostaglandin E receptor 2 (subtype EP2)"
"19218","path:mmu04080","Ptger3","ENSMUSG00000040016","04020","prostaglandin E receptor 3 (subtype EP3)"
"19219","path:mmu04080","Ptger4","ENSMUSG00000039942","04080","prostaglandin E receptor 4 (subtype EP4)"
"19220","path:mmu04080","Ptgfr","ENSMUSG00000028036","04020","prostaglandin F receptor"
"19222","path:mmu04080","Ptgir","ENSMUSG00000043017","04080","prostaglandin I receptor (IP)"
"19226","path:mmu04080","Pth","ENSMUSG00000059077",NA,"parathyroid hormone"
"19228","path:mmu04080","Pth1r","ENSMUSG00000032492","04080","parathyroid hormone 1 receptor"
"193034","path:mmu04080","Trpv1","ENSMUSG00000005952","04080","transient receptor potential cation channel, subfamily V, member 1"
"19773","path:mmu04080","Rln1","ENSMUSG00000039097",NA,"relaxin 1"
"20287","path:mmu04080","Sct","ENSMUSG00000038580",NA,"secretin"
"20604","path:mmu04080","Sst","ENSMUSG00000004366","04971","somatostatin"
"20605","path:mmu04080","Sstr1","ENSMUSG00000035431","04080","somatostatin receptor 1"
"20606","path:mmu04080","Sstr2","ENSMUSG00000047904","04080","somatostatin receptor 2"
"20607","path:mmu04080","Sstr3","ENSMUSG00000044933","04080","somatostatin receptor 3"
"20608","path:mmu04080","Sstr4","ENSMUSG00000037014","04080","somatostatin receptor 4"
"20609","path:mmu04080","Sstr5","ENSMUSG00000050824","04080","somatostatin receptor 5"
"207911","path:mmu04080","Mchr1","ENSMUSG00000050164","04080","melanin-concentrating hormone receptor 1"
"208188","path:mmu04080","Ghsr","ENSMUSG00000051136","04080","growth hormone secretagogue receptor"
"208990","path:mmu04080","Npb","ENSMUSG00000044034",NA,"neuropeptide B"
"209512","path:mmu04080","Taar2","ENSMUSG00000059763","04080","trace amine-associated receptor 2"
"209513","path:mmu04080","Taar4","ENSMUSG00000069707","04080","trace amine-associated receptor 4"
"209517","path:mmu04080","Taar7b","ENSMUSG00000095171","04080","trace amine-associated receptor 7B"
"212108","path:mmu04080","Rln3","ENSMUSG00000045232",NA,"relaxin 3"
"21333","path:mmu04080","Tac1","ENSMUSG00000061762",NA,"tachykinin 1"
"21334","path:mmu04080","Tac2","ENSMUSG00000025400",NA,"tachykinin 2"
"21336","path:mmu04080","Tacr1","ENSMUSG00000030043","04020","tachykinin receptor 1"
"21337","path:mmu04080","Tacr2","ENSMUSG00000020081","04020","tachykinin receptor 2"
"21338","path:mmu04080","Tacr3","ENSMUSG00000028172","04020","tachykinin receptor 3"
"213438","path:mmu04080","P2ry10b","ENSMUSG00000054293",NA,"purinergic receptor P2Y, G-protein coupled 10B"
"213527","path:mmu04080","Pth2r","ENSMUSG00000025946","04080","parathyroid hormone 2 receptor"
"213788","path:mmu04080","Chrm5","ENSMUSG00000074939","04020","cholinergic receptor, muscarinic 5"
"21390","path:mmu04080","Tbxa2r","ENSMUSG00000034881","04020","thromboxane A2 receptor"
"215854","path:mmu04080","Taar5","ENSMUSG00000069706","04080","trace amine-associated receptor 5"
"215855","path:mmu04080","Taar6","ENSMUSG00000045111","04080","trace amine-associated receptor 6"
"215856","path:mmu04080","Taar7a","ENSMUSG00000095647","04080","trace amine-associated receptor 7A"
"215859","path:mmu04080","Taar8a","ENSMUSG00000096442","04080","trace amine-associated receptor 8A"
"216643","path:mmu04080","Gabrp","ENSMUSG00000020159","04080","gamma-aminobutyric acid (GABA) A receptor, pi"
"216749","path:mmu04080","Nmur2","ENSMUSG00000037393","04080","neuromedin U receptor 2"
"217212","path:mmu04080","Pyy","ENSMUSG00000017311",NA,"peptide YY"
"217369","path:mmu04080","Uts2r","ENSMUSG00000039321","04080","urotensin 2 receptor"
"217674","path:mmu04080","Gphb5","ENSMUSG00000048982",NA,"glycoprotein hormone beta 5"
"21833","path:mmu04080","Thra","ENSMUSG00000058756","04080","thyroid hormone receptor alpha"
"21834","path:mmu04080","Thrb","ENSMUSG00000021779","04080","thyroid hormone receptor beta"
"22044","path:mmu04080","Trh","ENSMUSG00000005892",NA,"thyrotropin releasing hormone"
"22045","path:mmu04080","Trhr","ENSMUSG00000038760","04020","thyrotropin releasing hormone receptor"
"22072","path:mmu04080","Prss2","ENSMUSG00000057163","04080","protease, serine 2"
"22073","path:mmu04080","Prss3","ENSMUSG00000071519",NA,"protease, serine 3"
"22074","path:mmu04080","Try4","ENSMUSG00000054106",NA,"trypsin 4"
"22094","path:mmu04080","Tshb","ENSMUSG00000027857","04080","thyroid stimulating hormone, beta subunit"
"22095","path:mmu04080","Tshr","ENSMUSG00000020963","04080","thyroid stimulating hormone receptor"
"22226","path:mmu04080","Ucn","ENSMUSG00000038676",NA,"urocortin"
"22353","path:mmu04080","Vip","ENSMUSG00000019772",NA,"vasoactive intestinal polypeptide"
"22354","path:mmu04080","Vipr1","ENSMUSG00000032528","04080","vasoactive intestinal peptide receptor 1"
"22355","path:mmu04080","Vipr2","ENSMUSG00000011171","04080","vasoactive intestinal peptide receptor 2"
"223780","path:mmu04080","Adm2","ENSMUSG00000054136",NA,"adrenomedullin 2"
"224065","path:mmu04080","Uts2b","ENSMUSG00000056423",NA,"urotensin 2B"
"225192","path:mmu04080","Hrh4","ENSMUSG00000037346","04080","histamine receptor H4"
"225642","path:mmu04080","Grp","ENSMUSG00000024517",NA,"gastrin releasing peptide"
"226278","path:mmu04080","Prlhr","ENSMUSG00000045052","04080","prolactin releasing hormone receptor"
"226304","path:mmu04080","Npbwr1","ENSMUSG00000033774","04080","neuropeptides B/W receptor 1"
"227717","path:mmu04080","Qrfp","ENSMUSG00000043102",NA,"pyroglutamylated RFamide peptide"
"228139","path:mmu04080","P2rx3","ENSMUSG00000027071","04020","purinergic receptor P2X, ligand-gated ion channel, 3"
"229214","path:mmu04080","Qrfpr","ENSMUSG00000058400",NA,"pyroglutamylated RFamide peptide receptor"
